X,Y,ASCII,Foreground,Background
51,19,0,#000000,#000000
52,19,0,#000000,#000000
53,19,0,#000000,#000000
54,19,0,#000000,#000000
55,19,0,#000000,#000000
56,19,0,#000000,#000000
57,19,0,#000000,#000000
58,19,0,#000000,#000000
59,19,0,#000000,#000000
60,19,0,#000000,#000000
61,19,0,#000000,#000000
62,19,0,#000000,#000000
63,19,176,#004020,#000000
64,19,177,#004020,#000000
65,19,177,#004020,#000000
66,19,176,#004020,#000000
67,19,0,#000000,#000000
68,19,0,#000000,#000000
69,19,0,#000000,#000000
70,19,0,#000000,#000000
71,19,0,#000000,#000000
72,19,0,#000000,#000000
73,19,0,#000000,#000000
74,19,0,#000000,#000000
75,19,0,#000000,#000000
76,19,0,#000000,#000000
77,19,0,#000000,#000000
78,19,0,#000000,#000000
79,19,0,#000000,#000000
80,19,0,#000000,#000000
81,19,0,#000000,#000000
82,19,0,#000000,#000000
83,19,0,#000000,#000000
84,19,0,#000000,#000000
85,19,0,#000000,#000000
86,19,0,#000000,#000000
87,19,0,#000000,#000000
88,19,0,#000000,#000000
89,19,0,#000000,#000000
90,19,0,#000000,#000000
91,19,0,#000000,#000000
92,19,0,#000000,#000000
93,19,0,#000000,#000000
94,19,0,#000000,#000000
95,19,0,#000000,#000000
96,19,0,#000000,#000000
97,19,0,#000000,#000000
98,19,0,#000000,#000000
99,19,0,#000000,#000000
0,20,0,#000000,#000000
1,20,0,#000000,#000000
2,20,176,#004020,#000000
3,20,32,#000000,#000000
4,20,176,#004020,#000000
5,20,176,#004020,#000000
6,20,176,#004020,#000000
7,20,32,#000000,#000000
8,20,32,#000000,#000000
9,20,176,#006600,#000000
10,20,176,#006600,#000000
11,20,178,#204000,#000000
12,20,178,#204000,#000000
13,20,176,#204000,#000000
14,20,0,#204000,#000000
15,20,177,#204000,#000000
16,20,177,#204000,#000000
17,20,177,#204000,#000000
18,20,178,#204000,#000000
19,20,177,#204000,#000000
20,20,177,#204000,#000000
21,20,176,#204000,#000000
22,20,176,#004020,#000000
23,20,176,#004020,#000000
24,20,176,#004020,#000000
25,20,176,#004020,#000000
26,20,176,#004020,#000000
27,20,176,#004020,#000000
28,20,176,#006600,#000000
29,20,176,#006600,#000000
30,20,176,#006600,#000000
31,20,176,#006600,#000000
32,20,176,#004020,#000000
33,20,176,#004020,#000000
34,20,176,#004020,#000000
35,20,176,#004020,#000000
36,20,0,#000000,#000000
37,20,176,#004020,#000000
38,20,0,#000000,#000000
39,20,0,#000000,#000000
40,20,0,#000000,#000000
41,20,0,#000000,#000000
42,20,0,#000000,#000000
43,20,0,#000000,#000000
44,20,0,#000000,#000000
45,20,0,#000000,#000000
46,20,0,#000000,#000000
47,20,0,#000000,#000000
48,20,176,#666666,#000000
49,20,0,#000000,#000000
50,20,0,#000000,#000000
51,20,0,#000000,#000000
52,20,0,#000000,#000000
53,20,0,#000000,#000000
54,20,0,#000000,#000000
55,20,0,#000000,#000000
56,20,0,#000000,#000000
57,20,0,#000000,#000000
58,20,0,#000000,#000000
59,20,0,#000000,#000000
60,20,0,#000000,#000000
61,20,0,#000000,#000000
62,20,0,#000000,#000000
63,20,176,#004020,#000000
64,20,177,#004020,#000000
65,20,177,#004020,#000000
66,20,176,#004020,#000000
67,20,176,#004020,#000000
68,20,0,#000000,#000000
69,20,0,#000000,#000000
70,20,0,#000000,#000000
71,20,0,#000000,#000000
72,20,0,#000000,#000000
73,20,0,#000000,#000000
74,20,0,#000000,#000000
75,20,0,#000000,#000000
76,20,0,#000000,#000000
77,20,0,#000000,#000000
78,20,0,#000000,#000000
79,20,0,#000000,#000000
80,20,0,#000000,#000000
81,20,0,#000000,#000000
82,20,0,#000000,#000000
83,20,0,#000000,#000000
84,20,0,#000000,#000000
85,20,0,#000000,#000000
86,20,0,#000000,#000000
87,20,0,#000000,#000000
88,20,0,#000000,#000000
89,20,0,#000000,#000000
90,20,0,#000000,#000000
91,20,0,#000000,#000000
92,20,0,#000000,#000000
93,20,0,#000000,#000000
94,20,0,#000000,#000000
95,20,0,#000000,#000000
96,20,0,#000000,#000000
97,20,0,#000000,#000000
98,20,0,#000000,#000000
99,20,0,#000000,#000000
0,21,0,#000000,#000000
1,21,196,#304000,#000000
2,21,179,#33291A,#000000
3,21,196,#304000,#000000
4,21,179,#33291A,#000000
5,21,196,#304000,#000000
6,21,179,#33291A,#000000
7,21,196,#304000,#000000
8,21,176,#204000,#000000
9,21,176,#204000,#000000
10,21,178,#204000,#000000
11,21,177,#204000,#000000
12,21,177,#204000,#000000
13,21,178,#204000,#000000
14,21,178,#204000,#000000
15,21,196,#304000,#000000
16,21,186,#4D3D26,#000000
17,21,186,#4D3D26,#000000
18,21,178,#204000,#000000
19,21,196,#304000,#000000
20,21,176,#204000,#000000
21,21,196,#304000,#000000
22,21,196,#304000,#000000
23,21,176,#004020,#000000
24,21,176,#004020,#000000
25,21,176,#004020,#000000
26,21,196,#304000,#000000
27,21,176,#004020,#000000
28,21,178,#006600,#000000
29,21,178,#006600,#000000
30,21,177,#006600,#000000
31,21,176,#006600,#000000
32,21,178,#004020,#000000
33,21,176,#004020,#000000
34,21,176,#004020,#000000
35,21,176,#004020,#000000
36,21,176,#004020,#000000
37,21,176,#004020,#000000
38,21,176,#004020,#000000
39,21,176,#004020,#000000
40,21,196,#304000,#000000
41,21,196,#304000,#000000
42,21,196,#304000,#000000
43,21,196,#304000,#000000
44,21,196,#304000,#000000
45,21,196,#304000,#000000
46,21,196,#304000,#000000
47,21,196,#304000,#000000
48,21,176,#666666,#000000
49,21,196,#304000,#000000
50,21,196,#304000,#000000
51,21,196,#304000,#000000
52,21,196,#304000,#000000
53,21,196,#304000,#000000
54,21,196,#304000,#000000
55,21,196,#304000,#000000
56,21,196,#304000,#000000
57,21,196,#304000,#000000
58,21,196,#304000,#000000
59,21,196,#304000,#000000
60,21,196,#304000,#000000
61,21,196,#304000,#000000
62,21,176,#004020,#000000
63,21,42,#8C2300,#000000
64,21,177,#004020,#000000
65,21,177,#004020,#000000
66,21,178,#004020,#000000
67,21,42,#B2002D,#000000
68,21,196,#304000,#000000
69,21,196,#304000,#000000
70,21,196,#304000,#000000
71,21,196,#304000,#000000
72,21,196,#304000,#000000
73,21,196,#304000,#000000
74,21,196,#304000,#000000
75,21,196,#304000,#000000
76,21,196,#304000,#000000
77,21,196,#304000,#000000
78,21,196,#304000,#000000
79,21,196,#304000,#000000
80,21,196,#304000,#000000
81,21,196,#304000,#000000
82,21,196,#304000,#000000
83,21,196,#304000,#000000
84,21,196,#304000,#000000
85,21,196,#304000,#000000
86,21,196,#304000,#000000
87,21,196,#304000,#000000
88,21,196,#304000,#000000
89,21,196,#304000,#000000
90,21,196,#304000,#000000
91,21,196,#304000,#000000
92,21,196,#304000,#000000
93,21,196,#304000,#000000
94,21,196,#304000,#000000
95,21,196,#304000,#000000
96,21,196,#304000,#000000
97,21,196,#304000,#000000
98,21,196,#304000,#000000
99,21,0,#000000,#000000
0,22,0,#000000,#000000
1,22,0,#000000,#000000
2,22,0,#000000,#000000
3,22,0,#000000,#000000
4,22,0,#000000,#000000
5,22,0,#000000,#000000
6,22,0,#000000,#000000
7,22,176,#204000,#000000
8,22,176,#204000,#000000
9,22,176,#006600,#000000
10,22,177,#204000,#000000
11,22,176,#204000,#000000
12,22,176,#204000,#000000
13,22,177,#204000,#000000
14,22,178,#204000,#000000
15,22,176,#204000,#000000
16,22,186,#4D3D26,#000000
17,22,186,#4D3D26,#000000
18,22,0,#000000,#000000
19,22,0,#000000,#000000
20,22,176,#204000,#000000
21,22,0,#204000,#000000
22,22,0,#000000,#000000
23,22,176,#004020,#000000
24,22,179,#33291A,#000000
25,22,0,#000000,#000000
26,22,0,#000000,#000000
27,22,178,#006600,#000000
28,22,178,#006600,#000000
29,22,177,#006600,#000000
30,22,178,#006600,#000000
31,22,177,#006600,#000000
32,22,176,#006600,#000000
33,22,0,#000000,#000000
34,22,179,#33291A,#000000
35,22,179,#33291A,#000000
36,22,0,#000000,#000000
37,22,179,#33291A,#000000
38,22,0,#000000,#000000
39,22,0,#000000,#000000
40,22,0,#000000,#000000
41,22,0,#000000,#000000
42,22,0,#000000,#000000
43,22,0,#000000,#000000
44,22,0,#000000,#000000
45,22,0,#000000,#000000
46,22,0,#000000,#000000
47,22,0,#000000,#000000
48,22,0,#666666,#000000
49,22,176,#666666,#000000
50,22,0,#000000,#000000
51,22,0,#000000,#000000
52,22,0,#000000,#000000
53,22,0,#000000,#000000
54,22,0,#000000,#000000
55,22,0,#000000,#000000
56,22,0,#000000,#000000
57,22,0,#000000,#000000
58,22,0,#000000,#000000
59,22,0,#000000,#000000
60,22,0,#000000,#000000
61,22,0,#000000,#000000
62,22,176,#004020,#000000
63,22,176,#004020,#000000
64,22,177,#004020,#000000
65,22,42,#3333FF,#000000
66,22,176,#004020,#000000
67,22,176,#004020,#000000
68,22,0,#000000,#000000
69,22,0,#000000,#000000
70,22,0,#000000,#000000
71,22,0,#000000,#000000
72,22,0,#000000,#000000
73,22,0,#000000,#000000
74,22,0,#000000,#000000
75,22,0,#000000,#000000
76,22,0,#000000,#000000
77,22,0,#000000,#000000
78,22,0,#000000,#000000
79,22,0,#000000,#000000
80,22,0,#000000,#000000
81,22,0,#000000,#000000
82,22,0,#000000,#000000
83,22,0,#000000,#000000
84,22,0,#000000,#000000
85,22,0,#000000,#000000
86,22,0,#000000,#000000
87,22,0,#000000,#000000
88,22,0,#000000,#000000
89,22,0,#000000,#000000
90,22,0,#000000,#000000
91,22,0,#000000,#000000
92,22,0,#000000,#000000
93,22,0,#000000,#000000
94,22,0,#000000,#000000
95,22,0,#000000,#000000
96,22,0,#000000,#000000
97,22,0,#000000,#000000
98,22,0,#000000,#000000
99,22,0,#000000,#000000
0,23,0,#000000,#000000
1,23,0,#000000,#000000
2,23,0,#000000,#000000
3,23,0,#000000,#000000
4,23,0,#000000,#000000
5,23,0,#000000,#000000
6,23,0,#000000,#000000
7,23,176,#204000,#000000
8,23,32,#000000,#000000
9,23,178,#204000,#000000
10,23,176,#204000,#000000
11,23,177,#204000,#000000
12,23,177,#204000,#000000
13,23,177,#204000,#000000
14,23,178,#204000,#000000
15,23,176,#204000,#000000
16,23,186,#4D3D26,#000000
17,23,186,#4D3D26,#000000
18,23,0,#000000,#000000
19,23,0,#000000,#000000
20,23,0,#000000,#000000
21,23,0,#204000,#000000
22,23,0,#000000,#000000
23,23,0,#000000,#000000
24,23,0,#000000,#000000
25,23,0,#000000,#000000
26,23,0,#000000,#000000
27,23,176,#006600,#000000
28,23,176,#006600,#000000
29,23,178,#006600,#000000
30,23,178,#006600,#000000
31,23,178,#006600,#000000
32,23,176,#006600,#000000
33,23,0,#000000,#000000
34,23,0,#000000,#000000
35,23,0,#000000,#000000
36,23,0,#000000,#000000
37,23,0,#000000,#000000
38,23,0,#000000,#000000
39,23,0,#000000,#000000
40,23,0,#000000,#000000
41,23,0,#000000,#000000
42,23,0,#000000,#000000
43,23,0,#000000,#000000
44,23,0,#000000,#000000
45,23,0,#000000,#000000
46,23,0,#000000,#000000
47,23,0,#000000,#000000
48,23,176,#666666,#000000
49,23,176,#666666,#000000
50,23,0,#000000,#000000
51,23,0,#000000,#000000
52,23,0,#000000,#000000
53,23,0,#000000,#000000
54,23,0,#000000,#000000
55,23,0,#000000,#000000
56,23,0,#000000,#000000
57,23,0,#000000,#000000
58,23,0,#000000,#000000
59,23,0,#000000,#000000
60,23,0,#000000,#000000
61,23,0,#000000,#000000
62,23,176,#004020,#000000
63,23,176,#004020,#000000
64,23,177,#004020,#000000
65,23,177,#004020,#000000
66,23,178,#004020,#000000
67,23,176,#004020,#000000
68,23,0,#000000,#000000
69,23,0,#000000,#000000
70,23,0,#000000,#000000
71,23,0,#000000,#000000
72,23,0,#000000,#000000
73,23,0,#000000,#000000
74,23,0,#000000,#000000
75,23,0,#000000,#000000
76,23,0,#000000,#000000
77,23,0,#000000,#000000
78,23,0,#000000,#000000
79,23,0,#000000,#000000
80,23,0,#000000,#000000
81,23,0,#000000,#000000
82,23,0,#000000,#000000
83,23,0,#000000,#000000
84,23,0,#000000,#000000
85,23,0,#000000,#000000
86,23,0,#000000,#000000
87,23,0,#000000,#000000
88,23,0,#000000,#000000
89,23,0,#000000,#000000
90,23,0,#000000,#000000
91,23,0,#000000,#000000
92,23,0,#000000,#000000
93,23,0,#000000,#000000
94,23,0,#000000,#000000
95,23,0,#000000,#000000
96,23,0,#000000,#000000
97,23,0,#000000,#000000
98,23,0,#000000,#000000
99,23,0,#000000,#000000
0,24,0,#000000,#000000
1,24,0,#000000,#000000
2,24,0,#000000,#000000
3,24,0,#000000,#000000
4,24,0,#000000,#000000
5,24,0,#000000,#000000
6,24,0,#000000,#000000
7,24,176,#204000,#000000
8,24,178,#204000,#000000
9,24,177,#204000,#000000
10,24,176,#204000,#000000
11,24,177,#204000,#000000
12,24,177,#204000,#000000
13,24,177,#204000,#000000
14,24,177,#204000,#000000
15,24,176,#204000,#000000
16,24,186,#4D3D26,#000000
17,24,186,#4D3D26,#000000
18,24,0,#000000,#000000
19,24,0,#000000,#000000
20,24,0,#000000,#000000
21,24,0,#000000,#000000
22,24,0,#000000,#000000
23,24,0,#000000,#000000
24,24,0,#000000,#000000
25,24,0,#000000,#000000
26,24,0,#000000,#000000
27,24,176,#006600,#000000
28,24,176,#006600,#000000
29,24,177,#006600,#000000
30,24,178,#006600,#000000
31,24,178,#006600,#000000
32,24,178,#006600,#000000
33,24,176,#006600,#000000
34,24,0,#000000,#000000
35,24,0,#000000,#000000
36,24,0,#000000,#000000
37,24,0,#000000,#000000
38,24,0,#000000,#000000
39,24,0,#000000,#000000
40,24,0,#000000,#000000
41,24,0,#000000,#000000
42,24,0,#000000,#000000
43,24,0,#000000,#000000
44,24,0,#000000,#000000
45,24,0,#000000,#000000
46,24,0,#000000,#000000
47,24,0,#000000,#000000
48,24,176,#666666,#000000
49,24,0,#4D4D4D,#000000
50,24,0,#000000,#000000
51,24,0,#000000,#000000
52,24,0,#000000,#000000
53,24,0,#000000,#000000
54,24,0,#000000,#000000
55,24,0,#000000,#000000
56,24,0,#000000,#000000
57,24,0,#000000,#000000
58,24,0,#000000,#000000
59,24,0,#000000,#000000
60,24,0,#000000,#000000
61,24,176,#004020,#000000
62,24,176,#004020,#000000
63,24,177,#004020,#000000
64,24,177,#004020,#000000
65,24,177,#004020,#000000
66,24,177,#004020,#000000
67,24,176,#004020,#000000
68,24,176,#004020,#000000
69,24,0,#000000,#000000
70,24,0,#000000,#000000
71,24,0,#000000,#000000
72,24,0,#000000,#000000
73,24,0,#000000,#000000
74,24,0,#000000,#000000
75,24,0,#000000,#000000
76,24,0,#000000,#000000
77,24,0,#000000,#000000
78,24,0,#000000,#000000
79,24,0,#000000,#000000
80,24,0,#000000,#000000
81,24,0,#000000,#000000
82,24,0,#000000,#000000
83,24,0,#000000,#000000
84,24,0,#000000,#000000
85,24,0,#000000,#000000
86,24,0,#000000,#000000
87,24,0,#000000,#000000
88,24,0,#000000,#000000
89,24,0,#000000,#000000
90,24,0,#000000,#000000
91,24,0,#000000,#000000
92,24,0,#000000,#000000
93,24,0,#000000,#000000
94,24,0,#000000,#000000
95,24,0,#000000,#000000
96,24,0,#000000,#000000
97,24,0,#000000,#000000
98,24,0,#000000,#000000
99,24,0,#000000,#000000
0,25,0,#000000,#000000
1,25,0,#000000,#000000
2,25,0,#000000,#000000
3,25,0,#000000,#000000
4,25,0,#000000,#000000
5,25,0,#000000,#000000
6,25,0,#000000,#000000
7,25,176,#204000,#000000
8,25,178,#204000,#000000
9,25,177,#204000,#000000
10,25,178,#204000,#000000
11,25,176,#204000,#000000
12,25,176,#204000,#000000
13,25,177,#204000,#000000
14,25,177,#204000,#000000
15,25,176,#204000,#000000
16,25,186,#4D3D26,#000000
17,25,186,#4D3D26,#000000
18,25,0,#000000,#000000
19,25,0,#000000,#000000
20,25,0,#000000,#000000
21,25,0,#000000,#000000
22,25,0,#000000,#000000
23,25,0,#000000,#000000
24,25,0,#000000,#000000
25,25,0,#000000,#000000
26,25,0,#000000,#000000
27,25,176,#006600,#000000
28,25,177,#006600,#000000
29,25,178,#006600,#000000
30,25,178,#006600,#000000
31,25,177,#006600,#000000
32,25,178,#006600,#000000
33,25,176,#006600,#000000
34,25,176,#006600,#000000
35,25,0,#000000,#000000
36,25,0,#000000,#000000
37,25,0,#000000,#000000
38,25,0,#000000,#000000
39,25,0,#000000,#000000
40,25,0,#000000,#000000
41,25,46,#004020,#000000
42,25,0,#000000,#000000
43,25,0,#000000,#000000
44,25,0,#000000,#000000
45,25,0,#000000,#000000
46,25,0,#000000,#000000
47,25,176,#666666,#000000
48,25,176,#666666,#000000
49,25,0,#4D4D4D,#000000
50,25,0,#000000,#000000
51,25,0,#000000,#000000
52,25,0,#000000,#000000
53,25,0,#000000,#000000
54,25,0,#000000,#000000
55,25,0,#000000,#000000
56,25,0,#000000,#000000
57,25,0,#000000,#000000
58,25,0,#000000,#000000
59,25,0,#000000,#000000
60,25,0,#000000,#000000
61,25,178,#004020,#000000
62,25,7,#FF4000,#000000
63,25,177,#004020,#000000
64,25,177,#004020,#000000
65,25,177,#004020,#000000
66,25,177,#004020,#000000
67,25,176,#004020,#000000
68,25,176,#004020,#000000
69,25,0,#000000,#000000
70,25,0,#000000,#000000
71,25,0,#000000,#000000
72,25,0,#000000,#000000
73,25,0,#000000,#000000
74,25,0,#000000,#000000
75,25,0,#000000,#000000
76,25,0,#000000,#000000
77,25,0,#000000,#000000
78,25,0,#000000,#000000
79,25,0,#000000,#000000
80,25,0,#000000,#000000
81,25,0,#000000,#000000
82,25,0,#000000,#000000
83,25,0,#000000,#000000
84,25,0,#000000,#000000
85,25,0,#000000,#000000
86,25,178,#003040,#000000
87,25,0,#000000,#000000
88,25,0,#000000,#000000
89,25,0,#000000,#000000
90,25,0,#000000,#000000
91,25,0,#000000,#000000
92,25,0,#000000,#000000
93,25,0,#000000,#000000
94,25,0,#000000,#000000
95,25,0,#000000,#000000
96,25,0,#000000,#000000
97,25,0,#000000,#000000
98,25,0,#000000,#000000
99,25,0,#000000,#000000
0,26,0,#000000,#000000
1,26,0,#000000,#000000
2,26,0,#000000,#000000
3,26,0,#000000,#000000
4,26,0,#000000,#000000
5,26,0,#000000,#000000
6,26,0,#000000,#000000
7,26,176,#204000,#000000
8,26,176,#204000,#000000
9,26,176,#006600,#000000
10,26,176,#204000,#000000
11,26,178,#204000,#000000
12,26,178,#204000,#000000
13,26,178,#204000,#000000
14,26,176,#006600,#000000
15,26,176,#204000,#000000
16,26,186,#4D3D26,#000000
17,26,186,#4D3D26,#000000
18,26,0,#000000,#000000
19,26,0,#000000,#000000
20,26,176,#204000,#000000
21,26,176,#204000,#000000
22,26,176,#204000,#000000
23,26,176,#204000,#000000
24,26,0,#000000,#000000
25,26,0,#000000,#000000
26,26,176,#006600,#000000
27,26,178,#006600,#000000
28,26,177,#006600,#000000
29,26,178,#006600,#000000
30,26,177,#006600,#000000
31,26,177,#006600,#000000
32,26,178,#006600,#000000
33,26,177,#006600,#000000
34,26,176,#006600,#000000
35,26,0,#000000,#000000
36,26,0,#000000,#000000
37,26,0,#000000,#000000
38,26,0,#000000,#000000
39,26,0,#000000,#000000
40,26,0,#000000,#000000
41,26,0,#000000,#000000
42,26,0,#000000,#000000
43,26,0,#000000,#000000
44,26,0,#000000,#000000
45,26,34,#004020,#000000
46,26,0,#000000,#000000
47,26,176,#666666,#000000
48,26,177,#666666,#000000
49,26,0,#4D4D4D,#000000
50,26,0,#000000,#000000
51,26,0,#000000,#000000
52,26,0,#000000,#000000
53,26,43,#004020,#000000
54,26,0,#000000,#000000
55,26,0,#000000,#000000
56,26,0,#000000,#000000
57,26,46,#004020,#000000
58,26,0,#000000,#000000
59,26,0,#000000,#000000
60,26,0,#000000,#000000
61,26,176,#004020,#000000
62,26,176,#004020,#000000
63,26,178,#004020,#000000
64,26,178,#004020,#000000
65,26,178,#004020,#000000
66,26,178,#004020,#000000
67,26,7,#BF00FF,#000000
68,26,176,#004020,#000000
69,26,176,#004020,#000000
70,26,0,#000000,#000000
71,26,0,#000000,#000000
72,26,0,#000000,#000000
73,26,0,#000000,#000000
74,26,0,#000000,#000000
75,26,0,#000000,#000000
76,26,0,#000000,#000000
77,26,0,#000000,#000000
78,26,0,#000000,#000000
79,26,0,#000000,#000000
80,26,0,#000000,#000000
81,26,0,#000000,#000000
82,26,0,#000000,#000000
83,26,178,#003040,#000000
84,26,178,#003040,#000000
85,26,177,#002040,#000000
86,26,177,#002040,#000000
87,26,178,#003040,#000000
88,26,178,#003040,#000000
89,26,178,#003040,#000000
90,26,178,#003040,#000000
91,26,178,#003040,#000000
92,26,178,#003040,#000000
93,26,178,#003040,#000000
94,26,178,#003040,#000000
95,26,0,#000000,#000000
96,26,0,#000000,#000000
97,26,0,#000000,#000000
98,26,0,#000000,#000000
99,26,0,#000000,#000000
0,27,0,#000000,#000000
1,27,0,#000000,#000000
2,27,0,#000000,#000000
3,27,0,#000000,#000000
4,27,0,#000000,#000000
5,27,0,#000000,#000000
6,27,0,#000000,#000000
7,27,0,#204000,#000000
8,27,176,#006600,#000000
9,27,176,#204000,#000000
10,27,176,#204000,#000000
11,27,176,#204000,#000000
12,27,186,#4D3D26,#000000
13,27,0,#000000,#000000
14,27,176,#204000,#000000
15,27,176,#204000,#000000
16,27,186,#4D3D26,#000000
17,27,186,#4D3D26,#000000
18,27,0,#000000,#000000
19,27,176,#204000,#000000
20,27,176,#204000,#000000
21,27,176,#336600,#000000
22,27,176,#336600,#000000
23,27,176,#204000,#000000
24,27,176,#204000,#000000
25,27,0,#000000,#000000
26,27,176,#006600,#000000
27,27,177,#006600,#000000
28,27,178,#006600,#000000
29,27,177,#006600,#000000
30,27,177,#006600,#000000
31,27,177,#006600,#000000
32,27,177,#006600,#000000
33,27,178,#006600,#000000
34,27,176,#006600,#000000
35,27,176,#006600,#000000
36,27,0,#000000,#000000
37,27,0,#000000,#000000
38,27,46,#004020,#000000
39,27,0,#000000,#000000
40,27,0,#000000,#000000
41,27,46,#004020,#000000
42,27,0,#000000,#000000
43,27,0,#000000,#000000
44,27,0,#000000,#000000
45,27,0,#000000,#000000
46,27,0,#000000,#000000
47,27,0,#000000,#000000
48,27,177,#666666,#000000
49,27,0,#4D4D4D,#000000
50,27,34,#004020,#000000
51,27,0,#000000,#000000
52,27,0,#000000,#000000
53,27,0,#000000,#000000
54,27,0,#000000,#000000
55,27,34,#004020,#000000
56,27,0,#000000,#000000
57,27,0,#000000,#000000
58,27,0,#000000,#000000
59,27,46,#004020,#000000
60,27,0,#000000,#000000
61,27,176,#004020,#000000
62,27,178,#004020,#000000
63,27,177,#004020,#000000
64,27,177,#004020,#000000
65,27,7,#0000D9,#000000
66,27,178,#004020,#000000
67,27,178,#004020,#000000
68,27,178,#004020,#000000
69,27,178,#004020,#000000
70,27,0,#000000,#000000
71,27,0,#000000,#000000
72,27,0,#000000,#000000
73,27,0,#000000,#000000
74,27,0,#000000,#000000
75,27,0,#000000,#000000
76,27,0,#000000,#000000
77,27,0,#000000,#000000
78,27,0,#000000,#000000
79,27,0,#000000,#000000
80,27,0,#000000,#000000
81,27,0,#000000,#000000
82,27,178,#003040,#000000
83,27,177,#002040,#000000
84,27,177,#002040,#000000
85,27,177,#002040,#000000
86,27,177,#002040,#000000
87,27,177,#002040,#000000
88,27,177,#002040,#000000
89,27,177,#002040,#000000
90,27,177,#002040,#000000
91,27,177,#002040,#000000
92,27,177,#002040,#000000
93,27,177,#002040,#000000
94,27,177,#002040,#000000
95,27,178,#003040,#000000
96,27,178,#003040,#000000
97,27,0,#000000,#000000
98,27,0,#000000,#000000
99,27,0,#000000,#000000
0,28,0,#000000,#000000
1,28,0,#000000,#000000
2,28,0,#000000,#000000
3,28,0,#000000,#000000
4,28,0,#000000,#000000
5,28,0,#000000,#000000
6,28,0,#000000,#000000
7,28,0,#204000,#000000
8,28,0,#204000,#000000
9,28,0,#000000,#000000
10,28,0,#000000,#000000
11,28,186,#4D3D26,#000000
12,28,186,#4D3D26,#000000
13,28,0,#000000,#000000
14,28,0,#000000,#000000
15,28,0,#000000,#000000
16,28,0,#000000,#000000
17,28,0,#000000,#000000
18,28,176,#204000,#000000
19,28,176,#204000,#000000
20,28,176,#204000,#000000
21,28,176,#204000,#000000
22,28,176,#336600,#000000
23,28,176,#336600,#000000
24,28,176,#204000,#000000
25,28,176,#006600,#000000
26,28,176,#006600,#000000
27,28,178,#006600,#000000
28,28,177,#006600,#000000
29,28,178,#006600,#000000
30,28,178,#006600,#000000
31,28,177,#006600,#000000
32,28,178,#006600,#000000
33,28,178,#006600,#000000
34,28,177,#006600,#000000
35,28,176,#006600,#000000
36,28,0,#000000,#000000
37,28,0,#000000,#000000
38,28,0,#000000,#000000
39,28,43,#004020,#000000
40,28,96,#004020,#000000
41,28,0,#000000,#000000
42,28,34,#004020,#000000
43,28,0,#000000,#000000
44,28,0,#000000,#000000
45,28,0,#33291A,#000000
46,28,34,#004020,#000000
47,28,0,#33291A,#000000
48,28,92,#FF8000,#000000
49,28,0,#FF8000,#000000
50,28,0,#FF8000,#000000
51,28,0,#000000,#000000
52,28,34,#004020,#000000
53,28,0,#000000,#000000
54,28,0,#000000,#000000
55,28,0,#000000,#000000
56,28,0,#000000,#000000
57,28,0,#000000,#000000
58,28,0,#000000,#000000
59,28,0,#000000,#000000
60,28,0,#000000,#000000
61,28,176,#004020,#000000
62,28,177,#004020,#000000
63,28,177,#004020,#000000
64,28,177,#004020,#000000
65,28,177,#004020,#000000
66,28,177,#004020,#000000
67,28,177,#004020,#000000
68,28,176,#004020,#000000
69,28,176,#004020,#000000
70,28,176,#004020,#000000
71,28,0,#000000,#000000
72,28,0,#000000,#000000
73,28,0,#000000,#000000
74,28,0,#000000,#000000
75,28,0,#000000,#000000
76,28,0,#000000,#000000
77,28,0,#000000,#000000
78,28,0,#000000,#000000
79,28,0,#000000,#000000
80,28,178,#003040,#000000
81,28,178,#003040,#000000
82,28,177,#002040,#000000
83,28,177,#002040,#000000
84,28,247,#006CD9,#000000
85,28,177,#002040,#000000
86,28,177,#002040,#000000
87,28,177,#002040,#000000
88,28,177,#002040,#000000
89,28,177,#002040,#000000
90,28,247,#006CD9,#002040
91,28,177,#002040,#000000
92,28,177,#002040,#000000
93,28,177,#002040,#000000
94,28,177,#002040,#000000
95,28,177,#002040,#000000
96,28,178,#003040,#000000
97,28,178,#003040,#000000
98,28,178,#003040,#000000
99,28,0,#000000,#000000
0,29,0,#000000,#000000
1,29,0,#000000,#000000
2,29,0,#000000,#000000
3,29,0,#000000,#000000
4,29,0,#000000,#000000
5,29,0,#000000,#000000
6,29,0,#000000,#000000
7,29,0,#000000,#000000
8,29,0,#000000,#000000
9,29,0,#000000,#000000
10,29,0,#000000,#000000
11,29,186,#4D3D26,#000000
12,29,186,#4D3D26,#000000
13,29,0,#000000,#000000
14,29,0,#000000,#000000
15,29,0,#000000,#000000
16,29,176,#204000,#000000
17,29,176,#204000,#000000
18,29,176,#336600,#000000
19,29,176,#204000,#000000
20,29,177,#204000,#000000
21,29,177,#204000,#000000
22,29,177,#204000,#000000
23,29,176,#204000,#000000
24,29,176,#204000,#000000
25,29,176,#006600,#000000
26,29,177,#006600,#000000
27,29,177,#006600,#000000
28,29,178,#006600,#000000
29,29,177,#006600,#000000
30,29,177,#006600,#000000
31,29,177,#006600,#000000
32,29,178,#006600,#000000
33,29,178,#006600,#000000
34,29,177,#006600,#000000
35,29,177,#006600,#000000
36,29,176,#006600,#000000
37,29,0,#000000,#000000
38,29,96,#004020,#000000
39,29,0,#000000,#000000
40,29,46,#004020,#000000
41,29,0,#000000,#000000
